channel_id,video_url,comment
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,The sunni islamists are enemies of shia & ahmadiya sect moslems. So much for a peaceful religion.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,Tragic
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,BBC is especially upset with the condition of pakistan.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,😮
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,Power of Islam
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,"People of Balochistan the world stands with you.... Dont lose heart and hope in your struggle against the colonial Punjabi and Pashtun forces trying to stifle you. You all are brave people and god is woth you all! 

Free free Balochistan! Feom the river (Indus) to the sea (Arabian) , Balochistan will be free!"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=PnITBsmG7G0,"🔥 'Thunder - Bolte' _ •⚔️ 🔫 🗡️• _ ""Dangource - Attack"" 🔥"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,"This is proof that sounds travels faster than light. We heard it before we saw it. Take that Einstein, Planck, Maxwell."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Welp I'm not buying that Car Brand
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,😂 America's quality
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Prolley left a big mac in the car in this hot weather !!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Owner came from public school
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,So Hollywood is right?...cars do explode!!!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Maybe Ditty has a beef?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Alr who let the irish in new york
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,"Investigators found pressurised gas cylinders and lithium batteries in the car, which is being explored as a cause.  The car was being used in construction work (USA Today). Glad nobody was hurt.

Malicious car explosions are carefully timed to cause death."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Exploded On uk date 9/11
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Mossad
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,He ain't going anywhere 😅😅😅
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,The camera survived even without its men.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,9.11.24
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,"📕 'Shaping - Brave' _ •📖 ⚖️ 📝• _ ""Constitution - Democracy"" 📕"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Everyday america thank goodness not same here in uk yet
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,Leftists and woke are now teamed with Palestenians terrorists and so this is dangerous trend.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=7xyowz9MGjg,"A second ago I thought I had it under control, and then I turned on this video😚"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,OMG what a lot of crap
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,The simpleton mass population will think what ever the easy conclusion is…. IDF this time is it 🐑 🐑 🐑 🐑 🐑
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,If you believe this bs you might as well believe in Father Christmas.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Whatever.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Tc fo4 the 3
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Fake news again😂😂😂😂😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,😂😂😂😂😂😂😂😂😂😂 nice jock 😂😂😂😂😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,This is why Bible says God's ways are not man's ways. And God does things in the unimaginable way and He knows their intentions and He will bring it to pass as He has already decided.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Lmao Iraq is filled with Jewish people
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,What perfect timing - they think we are stupid!!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,You mean Mossad not Iran you silly fools (:
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Israel assassinated the Iranian President and now they're trying to turn Trump against them by saying they tried to assassinate Trump 😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Still talking shit
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Fake news as usual
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"1: Trump assassinated their military leader, which is fine - 2: sounds a lot like WMD in Iraq 3: News delivered straight from Mossad / CIA HQ and we’re supposed to believe this bullshit 4: Americans love a lone gunman theory, so let’s leave Iran out of the equation"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Absolutely rubbish why should IRAN should get involved in attack on TRUMP another lie by deep state of AMERICA it is same like weapon of distraction in IRAQ.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,British government and usa are bias towards wards Iran trying to drag the usa in a war   with Israel genocide trying to conquer the middle East
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"Trump last time gives Sirian territory to Israel and moves embassy for Donations. This time his biggest donor is an Israeli donor and what you know, here’s an excuse to do what Israel want and go for Iran. Where is the journalism? Surely journalists would be somewhat sceptical"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,That's why trump fighting with the system and now i think the system wants to kill the trump and they would say iran did
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"Dear Katie,

Yesterday when my husband arrived home, he discovered a Lime electric scooter dropped in the middle of our driveway, blocking access to our house. As a result no cars could go in or out.

For many people this would be a mere annoyance, but for my family not being able to get the car off the drive if needed was downright terrifying.

My husband has terminal cancer and our son has severe food allergies and has suffered anaphylaxis in the past. I also had an anaphylactic shock years ago, but luckily my husband was at home and he rushed me to hospital.

Advise get a life and move them or scrap metal comes to mind ."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,OIL time FREEDOM
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"Lol! How convenient! 
Smells like WMDs to me... I wouldnt be suprised if the Zi0nists weren't behind it! 
... Perfect timing???"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,British bullshit corporation
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,It probably smells like AIPAC money in CIA headquarters rn.😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Who is doing the accusations?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,I think ur channel like k drama hhhh
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,Bunch of molesters at the bbc
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"Hello is this true, ur channel also Said trump lose this election...I don't believe ur channel byy"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,That would be the first time in history that Iran has actually helped us out!  🤤  This should humble Nigal Farage!  🤣😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=z0Ath3kw544,"No one takes serious bbc anymore 
Liers and manipulators 
Shame on you bbc"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Iran done fucked up...... sounds like they need some freedom 🦅🇺🇲🦅🇺🇲🦅🇺🇲🦅🇺🇲
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,C.I.A so desperate to K!ll Trump & to have reason to att*ck Iran
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,All the little hamas supporters out hating American every week must feel the stay indoorsy types all of a sudden😂
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"What a lot of made up Cobblers, no doubt straight from the Republic miss information Buro, what are they looking for sympathy."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Sounds like the deep state is moving again! Hmm “Let’s give ‘reason’ to continue being at odds with Iran so the war continues”… if they broker peace, there needs to be a new reason for war, what better than the safety of our citizens and (our enemy) Trump.

Trump has no hand in this and definitely still wants peace in the Middle East, what B.S propaganda BBC do better investigating and reporting geeze"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,BBC is a full propanda machine…
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Bunch of liars…. They are like George Bush …. They will do anything to further their agenda.  Weapons of mass distraction…..
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,So glad people are seeing through this tomfoolery.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,God doesn't want you putting the nukes in the hands of a felon senior with Dementia.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"TRUMP 24 ALL THE BEST FROM THE BRITISH WORKING CLASS,  THE BOYS ARE BACK IN TOWN DRILL BABY DRILL"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Dear Governor,

I am writing to strongly express my dissatisfaction with your continued inaction and decisions that seem to undermine the welfare and interests of the people of California and, by extension, the nation. Your refusal to address the harmful consequences of unchecked illegal immigration has placed an unbearable burden on California’s resources, security, and the well-being of its residents.

The people of California are deeply suffering from the increasing strain on our public services, healthcare, housing, and safety. It is high time that we, as citizens, stand up and demand change. We should not passively accept policies that continue to harm us, and it is crucial that the voice of the people be heard through protests, petitions, and other lawful means of expression.

While the Governor does have certain powers within the state, the U.S. Constitution and federal laws often take precedence over state mandates. The idea that a state governor can override presidential orders, especially in matters of national security or constitutional rights, is a misinterpretation of our system of checks and balances. However, it is important to note that the governor can influence state policy and take a stand in various other ways, without sacrificing the well-being of the public.

We call upon you to take immediate action to protect the interests of Californians, to enforce stricter border policies, and to ensure that state resources are not overstretched by the consequences of federal policies that are not working in the best interest of the people.

We are watching, and we expect change.

Sincerely,
yang yang"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Can anyone say our word of the day 'diversionary'?
Or how about the simpler 'utter bollocks'?
What kind of crack do they think the gerneral public is smocking these days? We have unfiltered, uncontrolled X, you you really think we believe this kind of nonsense these days 😂😂😂"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,B$ MR HAN MAN !
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Yeah right.. dumb izhell at work
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Oh so Trump was lying when he said democrats were trying to assassinate him? Now u saying Iranians did it? Mmmh!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,I wonder how they snuck in and out of the country?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,😂😂😂😂😂😂😂😂😂😂😂😂😂lol
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Look at what’s going on between Isreal and Iran, look who’s just been voted in as the next US president! The West wants Trump on their side so the next US government can continue funding the war in the Middle East. False Flag!"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,The 'biden bootlicker corporation' has gone demented!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Rubbish🇺🇸
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,False flag
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,LOW BBC
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Why are people so against the idea of this being real. For trump supporters I'd assume they would think another assasination attempt would be something to brag about
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Seen this coming weeks back!!! 
Iran are going to get there ass handed to them"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,"Desperate times calls for deperate measures, someone somewhere is desperate and has set a ball rolling, Donald Trump better watch his back, this is a trick!!!"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,females over react
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,I nearly broke my knee falling for this crap!!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,It reminds me of far-right fake news before the U.S. invasion of Iraq in 2003.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Iran is looking for it and they will get it good as soon as Trump takes office
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=-dmGjStjZvo,Mossad-CIA plot. Bullshit lie.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,What awful reporting. Did the BBC also bend down and take it from Yahu while they made this report?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,Mobs of Muslims attacking people and a British police spokesperson is focusing on someone taking down a flag ?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"What a mayor, doesn’t even defend her own residents and when they try to defend themselves she abandons them and labels them as “anti-Semitic”"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,War Criminal always akting like a victim.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"When pro Palestinians protest against Israel, burning the Israeli flag  and holding signs ""gas the jews"" . Do the israelis or the jews attack and persecute all the Muslims around in the city where the protest took place? Nothing the Israeli fans said or tore can justify to persecute every Jewish or Israeli in Amsterdam."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"Nothing will be done. Europe content to see itself destroyed by immigration, both legal and illegal."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"Hopefully with the advent of more and more social media, the BBC and other official news channels will become less and less believed as their obvious misleading bias is realised. Perhaps ultimately leading to a serious loss of revenue: a blow to media cotrollers whose only interest is to satisfy those disgustingly rich people pulling their strings."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,The worlds has awaken enough of who Israel is
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,This is nonsense they started and now playing victim card However BBC making narrative differently in favour of jews.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"fans , no those were IDF soldiers thinking they can harass people like they do in Palestine"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,What hope is there when the BBC report is so biased towards the murderous state of Israel. No allowance whatsoever made for the continued genocide of Palestinians. Nothing about how the UK government is complicit in these crimes by continuing to send arms to Netanyahu. The Israeli team should be banned from playing in the same way boycots should be imposed on Israel. When is the UK and US government going to start listening to its voters?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,they are had been attacked by Muslims any TV's in Europe saying that except criminals from BBC
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"Romans 2:25-29
For circumcision verily profits, if thou keep the law: but if thou be a breaker of the law, thy circumcision is made uncircumcision.  Therefore if the uncircumcision keep the righteousness of the law, shall not his uncircumcision be counted as circumcision? And shall not uncircumcision which is by nature, if it fulfil the law, judge thee, who by the letter and circumcision do transgress the law? For he is not a Jew which is one outwardly; neither is that circumcision, which is outwardly in the flesh: But he is a Jew, which is one inwardly; and circumcision is that of the heart, in the spirit, and not in the letter; whose praise is not of men, but of God."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"We are not stupid to believe the Israeli media and those in its orbit from the West about the Dutch Amsterdam events. Everything was planned by the Mossad and the Dutch intelligence to convince the Israeli community not to emigrate abroad and to stop this bleeding that threatens the fall of the Zionist entity and that there is no safety except by remaining in occupied Palestine. Most likelyThe Zionist public are reserve soldiers, some of whom were exposed through their phones, and since their arrival in Amsterdam, they have been provoking all people and assaulting them!!! So don't be stupid"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"I thought Amsterdam and Netherlands in general are a good country for Jewish people, turns out football matches can easily change that"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,Those native Dutchmen!!!...Oh wait....
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"If Maccabi had been a Russian team, and the same had happened the reporting would have been different, and UEFA would have suspended Maccabi from European competitions."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,Dutch leaders betray their people & twist the facts for genocide
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,Is every politician in the world now bought by the zionists?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"When are you going to broadcast the WHOLE truth? BBC News used to be a bastion of information. Now, it's just a mouthpiece of a very dubious Establishment."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,BBC with its antisemitic reporting is adding fuel to the extremist lies & hate in society
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"That's ironic, stop lying."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"Oh so because someone burned a Palestinian flag it's ok to go on a violent rampage against jews?!
Cool I'll remember that next time someone burns an Israeli flag"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,why genocidal war criminals were allowed into our country ?
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"When guest fans chanting with aim to provoke themselves get hurt, is this fault of their own or those who attack them?"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,More lies and selective coverage
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,"Nothing to condemn. Condemn the racial hatred BBC! Get your REPORT right! The israeli mobs were chanting death to Arabs in large numbers. They attacked civilians and peaceful Arab people. That's inciting racial hatred and provoking a reaction. Then they played victims which the media portrayed them as.

Shame on your lies!

Mosad agents were in town. Dressed up like others to incite violence because thats their job and then to use human sheilds as defence."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,Act like you own the town. Cry when the town owns you.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,They not only tore down Palestinian flags they also burnt Palestinian and Dutch flags. I no longer trust BBC an CNN.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=iDGY-TqI1pU,BBC - Biased Bullshit Content.
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,I wonder how many climate justice orgs actually get to have a private call with the COP CEO
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"The UN is a corrupt organisation ,it is nothing more than an organised crime syndicate ."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"Just give it up. I can't afford to go to the Maldives, anyway."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"Չեմ կարծում որ Իրանի նախագահի դեպքից հետո որևէ երկրի պաշտոնյա իրեն ապահով կզգա Ադրբեջանում։ Ծիծաղելի է երբ  երկրագնդի ընդերքը դատարկող երկրներից մեկի դիկտատոր ապուշը որոշում է, որ պիտի փրկի երկիր մոլորակը ։"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,wow
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"Read COPOUT by Nick Breeze. It's out on Audible now, too."
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,Trust trump when he said this a Green scum
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"Brazil G20 deceiving! Lula is the Pope of misery! The incapable will talk about poverty and make the most of it.
Why does the rhetoric talk about favelas? Since favelas have existed for more than half a century. Do the elites in Brazil want to profit from the status of poverty even more than they profit? They want to end the favelas and starve these people. There is no money for energy and no water. A country that charges income taxes on poor people. Are they trying to impress other countries in the G20 with their misery?"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,Very cheap news from BBC! Stop with green bullsheat!
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,No surprise here
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"COP29 should change it's name to CROCK as in a crock of s__t.
Note the lack of response to this hippocracy, Australia recently having approved expansion of many fossil fuel projects. A total joke 🌳"
UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/watch?v=66TrijV-5Fg,"This is AI generated, just shows how easy it is to setup an ai generated video now and have anybody say anything you want."
